Iteration,episode_reward_mean,episode_len_mean
0,155.9699472005685,300.0
1,378.1632174728141,300.0
2,651.369588332196,300.0
3,802.2910267622688,300.0
4,1066.7574616373197,300.0
5,1331.0353507468267,291.05
6,1628.4972279249585,287.5833333333333
7,1856.8578837284906,283.92857142857144
8,2136.5040839094245,270.57575757575756
9,2370.112656225477,252.56410256410257
10,2561.9675004525398,232.2127659574468
11,2680.6568081930136,231.62745098039215
12,2797.3576114817224,226.64912280701753
13,2906.36613854114,211.6969696969697
14,2977.789940754676,202.5
15,3038.9183533385667,194.4320987654321
16,3090.695915689571,184.30434782608697
17,3151.8734198266447,176.7
18,3400.7986357693844,159.57
19,3558.829001063217,138.71
20,3549.983531852147,125.2
21,3532.356050585056,119.0
22,3544.6708041934594,115.36
23,3522.2753128700315,109.55
24,3515.379015456129,106.75
25,3486.3335732486885,105.72
26,3467.450787213554,104.93
27,3458.537103524596,104.41
28,3480.197723964106,101.28
29,3493.9877031867927,101.41
30,3496.9840794261295,98.96
31,3515.194070845631,98.99
32,3519.9922576150407,98.85
33,3519.8472542953637,98.9
34,3535.9283644746793,100.15
35,3536.9682277120214,98.42
36,3535.9883597630546,96.35
37,3551.3147911104593,95.73
38,3551.1875423976244,96.42
39,3559.171209527547,98.15
40,3574.394832541456,99.87
41,3553.555718196897,99.49
42,3510.6443320337726,96.02
43,3476.2296105295745,92.98
44,3492.267875556026,91.9
45,3514.236407940556,91.13
46,3497.549198686723,90.25
47,3504.0756376511267,91.11
48,3460.8962950614346,87.96
49,3438.661854499976,84.02
