Iteration,episode_reward_mean,episode_len_mean
0,-76.6692043275907,300.0
1,166.63965012687063,300.0
2,365.3574801436443,300.0
3,614.0784711028708,300.0
4,917.1477229899546,300.0
5,1246.596806679093,298.9
6,1473.1119984814527,298.1304347826087
7,1711.6452447170554,289.6666666666667
8,1937.4968502619217,285.6774193548387
9,2088.834970040193,276.19444444444446
10,2248.079755739709,261.2857142857143
11,2386.6328453487217,255.31914893617022
12,2502.613602563198,242.67924528301887
13,2599.7761127758376,235.25423728813558
14,2629.74574111751,232.921875
15,2714.399880078117,221.91666666666666
16,2788.3030034450762,214.35443037974684
17,2814.4413593038716,209.0
18,2844.5773267655886,204.21505376344086
19,2896.8109774898494,198.87
20,3152.556576185937,185.78
21,3315.553689730718,174.77
22,3383.2007192899146,159.65
23,3409.947425148175,146.19
24,3435.6499527210644,142.47
25,3459.606480706591,137.93
26,3471.736619506029,135.73
27,3509.9170712000296,130.06
28,3511.4403881732846,128.72
29,3492.6400187761897,125.99
30,3545.357095114825,124.47
31,3513.107242392952,121.62
32,3528.4598880831268,121.11
33,3542.4686406567735,118.21
34,3545.955797374914,118.39
35,3534.661235137183,115.61
36,3533.696770528777,114.73
37,3511.1648424390373,113.35
38,3525.0793013622433,111.72
39,3540.4746373982593,112.84
40,3572.701850607968,112.88
41,3572.0261667607188,108.37
42,3583.4974070911076,107.31
43,3554.2971131531444,103.93
44,3493.946584884485,100.96
45,3512.612451858444,101.08
46,3514.2521987294786,98.36
47,3509.7306639584644,97.04
48,3496.4796109365852,96.69
49,3495.7692779439367,95.3
