Iteration,episode_reward_mean,episode_len_mean
0,-76.6692043275907,300.0
1,51.795366728826345,300.0
2,825.9679040715579,300.0
3,1205.4915154918888,300.0
4,1683.2676979495498,288.70588235294116
5,2016.5799811197396,258.82608695652175
6,2266.7607792617537,233.9655172413793
7,2531.2535063258188,214.48648648648648
8,2680.2358589271357,198.51111111111112
9,2852.7865873070195,181.03636363636363
10,2955.0340988986354,166.24242424242425
11,3019.4748763031216,157.44736842105263
12,3082.970601846575,149.1264367816092
13,3124.9822486774647,142.44897959183675
14,3388.986945986407,125.7
15,3466.502969779475,106.86
16,3488.0185822458607,99.27
17,3519.1991932743126,95.08
18,3490.3193489637906,92.23
19,3483.5254202704627,92.97
20,3507.9804668254446,92.72
21,3492.466527144217,92.3
22,3463.769341950905,92.4
23,3460.4011582402927,92.26
24,3421.767616435964,91.6
25,3440.360147194949,92.75
26,3430.477593590348,93.45
27,3392.240863587088,91.96
28,3393.3772233872137,91.11
29,3375.05085021665,90.46
30,3419.511330810532,93.04
31,3426.316132427564,91.42
32,3423.5552934419607,89.84
33,3443.09149564923,90.94
34,3450.2055673456484,90.68
35,3432.250361943272,89.55
36,3481.8488887601047,91.24
37,3496.4480992681983,92.04
38,3491.1887332978267,90.73
39,3455.5424326085504,89.43
40,3440.1075530511625,88.95
41,3460.093604992277,90.78
42,3450.552816194108,89.48
43,3455.624683788152,90.81
44,3459.465138067342,90.17
45,3437.3908776085063,90.07
46,3428.5508552287797,90.03
47,3438.441279035001,90.76
48,3450.6574622245653,90.66
49,3476.8374292160665,91.82
