Iteration,episode_reward_mean,episode_len_mean
0,,
1,,
2,-240.73876634968292,300.0
3,-240.73876634968292,300.0
4,-240.73876634968292,300.0
5,377.1254945338643,300.0
6,377.1254945338643,300.0
7,377.1254945338643,300.0
8,840.5681239915913,300.0
9,840.5681239915913,300.0
10,840.5681239915913,300.0
11,1215.7114903672841,299.0625
12,1215.7114903672841,299.0625
13,1215.7114903672841,299.0625
14,1531.1053618237572,298.51
15,1577.3973394512159,297.17
16,1788.9412725684535,290.02
17,2195.124090217491,288.97
18,2327.736798031541,284.78
19,2434.325332656253,283.42
20,2682.874784418535,276.52
21,2834.9107057975266,266.35
22,2989.691030938669,254.31
23,3133.579247731634,239.96
24,3171.3568762284185,221.48
25,3221.8810660661693,210.35
26,3229.3941176178087,199.1
27,3239.8743594394673,186.59
28,3311.199147936289,173.69
29,3308.7773114703596,168.74
30,3304.8533817002144,162.81
31,3345.6830481749985,155.52
32,3335.0709166756687,152.18
33,3398.2472982571844,143.58
34,3399.5866214488483,138.27
35,3383.4872033818574,134.88
36,3359.92896162513,127.41
37,3349.592570677639,127.15
38,3393.145171196952,125.04
39,3376.9106304833967,124.16
40,3378.9193943121545,125.51
41,3382.5617365219623,124.39
42,3368.7527985191264,122.3
43,3377.2471435585467,121.67
44,3382.4463535853497,117.05
45,3347.868522000954,113.17
46,3338.6885756912898,109.78
47,3332.558970160908,109.72
48,3300.0029772668468,103.97
49,3296.0692375664194,102.22
50,3325.6837311738423,104.88
51,3336.134371447416,104.67
52,3387.3388731711793,104.66
53,3392.5066083014926,102.65
54,3375.588643048983,103.49
55,3352.8071079879046,103.71
56,3353.844329888839,101.34
57,3319.9089550957083,99.1
58,3340.363722459469,99.11
59,3335.003966478256,98.46
60,3328.02953699887,95.35
61,3308.828523829616,94.78
62,3300.815583417396,96.92
63,3289.8113981055994,96.25
64,3319.0915594923486,96.06
65,3330.002680528416,98.41
66,3347.7711675843584,103.98
67,3367.4062268365615,102.27
68,3382.4374649077854,108.63
69,3335.9492077820205,106.5
70,3316.2803416516135,106.01
71,3308.2651770629927,99.36
72,3313.761032576334,101.22
73,3293.7756162147525,94.74
74,3300.6245122541586,100.43
75,3314.510658801193,98.29
76,3345.6175427698904,99.57
77,3366.244251668116,100.01
78,3361.9617923118644,101.45
79,3386.072065607667,98.05
80,3388.0810355973435,98.57
81,3330.236289845785,98.94
82,3306.3324316344583,96.57
83,3335.4896707638345,95.23
84,3372.222806995807,93.49
85,3368.9449641464407,91.4
86,3385.096719993699,92.75
87,3394.728888081927,96.52
88,3339.4844479321514,95.78
89,3342.024274443755,100.32
90,3336.467703207111,99.39
91,3298.0356115713053,95.8
92,3273.0628863872194,97.27
93,3280.235053870322,93.38
94,3300.2424048977828,89.57
95,3260.7353253570113,88.2
96,3302.0460922316215,91.83
97,3305.095556228326,91.04
98,3297.9142988972512,92.92
99,3324.0799884782564,96.3
