Iteration,episode_reward_mean,episode_len_mean
0,-266.61953729169574,300.0
1,-232.05098274775153,300.0
2,270.4250784354555,300.0
3,806.5121878001947,300.0
4,1068.7496815707882,300.0
5,1455.5661521737898,279.23809523809524
6,1934.3115476366436,238.68965517241378
7,2240.666739367898,209.97368421052633
8,2490.9973163011305,193.5
9,2698.3735610040485,172.1206896551724
10,2836.664382939097,154.18309859154928
11,2910.020335853709,143.80722891566265
12,2989.1116528520006,139.68817204301075
13,3126.954009972336,130.4
14,3372.050803102972,104.62
15,3463.3479544321917,94.12
16,3485.664415672243,90.49
17,3487.350134269478,88.81
18,3495.2471717193366,89.51
19,3482.3525053642516,90.96
20,3494.2850247552324,92.45
21,3509.0889643959845,91.84
22,3499.0230657816496,91.53
23,3492.1498704198752,92.41
24,3478.956135593131,94.66
25,3490.0411787138346,95.64
26,3495.3290030009857,97.54
27,3482.3717901118866,97.33
28,3485.7695559312106,96.98
29,3471.091028336756,98.01
30,3481.298637852842,97.53
31,3469.2294765570496,97.34
32,3494.0610927708667,97.48
33,3495.356207121476,97.54
34,3516.1058791298724,97.08
35,3501.616616783534,96.98
36,3499.8447970321536,94.43
37,3472.8734821956286,93.99
38,3441.115163474932,91.89
39,3420.3490027479756,89.68
40,3415.690883571887,89.19
41,3437.904388998662,89.28
42,3409.085412063413,85.58
43,3376.865365184095,84.81
44,3385.393593530693,86.63
45,3396.805329519862,89.49
46,3408.7586419507697,89.79
47,3438.30764499367,91.27
48,3424.976708675219,92.12
49,3402.019105394517,90.58
