Iteration,episode_reward_mean,episode_len_mean
0,-76.6692043275907,300.0
1,175.330034631031,300.0
2,605.5676462626885,300.0
3,1001.1088970945312,296.2307692307692
4,1317.5433137977002,296.9375
5,1814.3464543572318,290.6
6,2143.0430310590264,264.38461538461536
7,2465.100942665463,239.42424242424244
8,2716.2713125037044,218.85365853658536
9,2895.810434978245,199.84
10,2970.259897794233,183.28333333333333
11,3038.1006305720143,170.55714285714285
12,3051.881331252268,153.9047619047619
13,3114.5215209048315,145.68421052631578
14,3347.053632838847,128.3
15,3468.414151986302,106.32
16,3492.617098682736,97.76
17,3456.2908012467446,90.22
18,3432.669337508587,87.42
19,3407.269658856644,86.08
20,3440.1292517796014,86.21
21,3461.153475402221,89.02
22,3465.524193284179,91.32
23,3467.9694674947077,91.52
24,3446.2648583894775,89.68
25,3431.2696830051013,88.07
26,3384.826766341249,88.48
27,3407.901327857444,86.96
28,3415.1872445583167,86.41
29,3408.390561117099,84.93
30,3353.7153475442274,82.32
31,3350.516536785188,84.54
32,3344.663024973846,82.23
33,3346.1813615369156,80.46
34,3366.78113966332,80.83
35,3382.9356640192327,82.17
36,3344.0204691204267,80.91
37,3354.4126332557908,82.8
38,3323.3717061436355,81.87
39,3344.863553011804,80.15
40,3367.678077638118,80.44
41,3352.971010431701,81.55
42,3369.969782019392,82.91
43,3379.0842932575006,82.19
44,3404.474640236731,84.04
45,3441.4575869951673,84.98
46,3489.6569901868697,84.8
47,3503.979991939805,85.53
48,3489.9247928938435,85.28
49,3475.272548864336,85.14
50,3522.248688143298,85.88
51,3514.4147741784022,85.55
52,3481.6316496961435,85.24
53,3426.244135563598,81.92
54,3424.1637783412198,81.97
55,3409.808428179503,78.71
56,3397.7555075687374,78.83
57,3413.42503967959,80.56
58,3391.0889898643945,78.67
59,3415.2081316533963,78.19
60,3432.4990744732086,78.66
61,3443.7527833470685,79.77
62,3437.8532350784617,79.44
63,3445.9864033170475,81.41
64,3467.0750619482237,83.52
65,3431.634253765538,81.73
66,3434.6593861217193,83.13
67,3405.549003440791,84.04
68,3375.8089462874286,83.0
69,3378.3258700825522,82.43
70,3360.445135032211,81.48
71,3326.8119843205577,79.53
72,3324.889419041212,77.23
73,3348.2244243060886,78.31
74,3349.568116265667,78.72
75,3359.1652840031306,77.35
76,3385.788516082435,78.59
77,3386.7424041919107,78.49
78,3412.4591766107005,80.58
79,3428.9008171849355,81.46
80,3440.0324773352086,82.41
81,3472.825004595755,83.09
82,3475.098426780416,82.16
83,3459.1991606341703,82.27
84,3452.7772549077736,82.35
85,3471.364113599634,81.97
86,3479.79709553007,82.4
87,3464.7539946988095,81.23
88,3494.9864404160444,81.73
89,3488.601245831913,82.6
90,3481.9532593967697,81.35
91,3471.088253175075,79.77
92,3484.1169083579853,80.44
93,3499.968557665914,82.37
94,3504.8606811701948,84.9
95,3473.115577700935,83.52
96,3455.574374904064,82.49
97,3462.802788760923,83.4
98,3429.1822254863528,82.64
99,3443.6040615045586,85.47
