Iteration,episode_reward_mean,episode_len_mean
0,-352.43770847740296,300.0
1,413.5558466070917,300.0
2,903.3185275899874,300.0
3,1260.2971589632077,297.53846153846155
4,1662.2099594783633,276.3888888888889
5,1934.8854829625777,255.69565217391303
6,2282.077764395546,225.48387096774192
7,2447.0915520535164,204.82051282051282
8,2586.27080399451,193.7391304347826
9,2715.5854674694806,178.46428571428572
10,2828.7048445768924,170.6875
11,2903.875084878055,159.62666666666667
12,2958.613487301043,152.68235294117648
13,2975.397365378271,146.82105263157894
14,3160.468196045711,134.2
15,3218.3813890374863,118.21
16,3249.2133653316614,112.61
17,3255.125508642422,108.34
18,3267.428042395882,105.09
19,3274.890493360525,106.1
20,3287.7773823679645,105.1
21,3266.2264620198175,103.27
22,3251.6716059920673,101.83
23,3293.564768023026,101.86
24,3285.862831806132,101.34
25,3353.9060318872566,99.05
26,3383.8071806382086,96.34
27,3375.05311173051,95.71
28,3365.0425522888054,91.67
29,3367.204347363293,89.54
30,3382.922370016019,90.75
31,3394.3364248393714,92.51
32,3377.7030088883853,93.12
33,3382.247602469853,93.42
34,3377.669138291551,93.86
35,3316.264728837503,91.3
36,3358.9928784485824,93.55
37,3396.5659551728936,93.26
38,3402.378969089979,92.71
39,3413.777510478156,92.73
40,3404.574306663402,89.28
41,3405.076121988461,87.07
42,3428.8726269266463,86.06
43,3444.0369841535467,86.76
44,3452.9648549266844,84.9
45,3450.0298173476044,84.37
46,3419.2412553815066,84.21
47,3443.097929903913,86.14
48,3431.5816790623276,85.22
49,3446.4850853485864,86.26
