Iteration,episode_reward_mean,episode_len_mean
0,,
1,-269.99468849867327,300.0
2,-101.55593947428244,300.0
3,-101.55593947428244,300.0
4,270.1318999525769,300.0
5,637.5306593067685,300.0
6,637.5306593067685,300.0
7,1064.9734672491622,300.0
8,1421.0642399409842,300.0
9,1421.0642399409842,300.0
10,1782.0468185569625,300.0
11,2088.5596135514193,297.15
12,2119.199817031264,297.15
13,2393.671025068992,295.9
14,2655.7850223460996,293.27
15,2692.440682702883,287.38
16,2747.3193002247467,282.5
17,2839.9295387167867,271.12
18,2891.968632675649,268.49
19,3014.235663948214,260.37
20,3061.3504365500494,252.82
21,3138.9904233890325,240.64
22,3134.0935914839984,231.46
23,3112.2374177006072,227.21
24,3112.2888135552475,225.13
25,3138.0196221802166,226.92
26,3145.6649728132847,214.9
27,3106.994214909556,199.84
28,3085.8120617155046,201.43
29,3119.1014011868824,199.97
30,3118.0628609871246,199.89
31,3144.682049421633,193.55
32,3180.432132289945,188.81
33,3238.0521531491268,182.02
34,3277.7247212471325,177.34
35,3272.9466626802814,178.67
36,3226.5302960326753,173.55
37,3167.7036310572475,184.09
38,3176.9466230577,187.64
39,3208.1478420790345,164.8
40,3197.1509623306065,150.85
41,3178.3656028765145,151.35
42,3202.7369105039743,143.93
43,3212.609342883408,137.74
44,3209.1098272859,147.98
45,3277.6726874665887,152.67
46,3250.1312269070886,144.71
47,3259.43741645933,137.89
48,3303.0115332735654,137.92
49,3299.9439461457655,135.56
50,3347.2148429055046,129.56
51,3270.3809340235316,126.96
52,3226.914209499379,122.48
53,3222.1008766162495,130.62
54,3240.70666276197,134.61
55,3292.249727786494,132.66
56,3270.6054461533695,127.6
57,3280.203044739234,130.23
58,3258.8579916134045,121.93
59,3276.441463342802,130.33
60,3253.121426685779,131.88
61,3362.407730596058,133.58
62,3312.8140792815875,126.63
63,3304.098404474213,130.98
64,3270.5560992422,137.07
65,3293.6294066756013,128.18
66,3276.769880348868,127.54
67,3304.3573026295076,135.48
68,3349.9973008705842,141.31
69,3398.937337804958,139.19
70,3255.7070216229804,124.18
71,3325.5109280729985,118.42
72,3327.257537354781,123.43
73,3341.059163266687,125.69
74,3309.672829590815,133.26
75,3284.827341320045,137.89
76,3270.0389108897175,133.38
77,3292.7685352114677,129.8
78,3264.5619853162148,128.22
79,3291.873718297949,127.38
80,3278.707665146008,129.39
81,3247.0475218983324,130.46
82,3280.5834209072036,137.03
83,3240.4076503503165,126.87
84,3203.9907111640996,134.93
85,3274.964051754545,126.17
86,3364.110688988398,123.64
87,3330.744664535887,126.38
88,3351.500115400141,132.17
89,3255.9333166245447,124.05
90,3252.990414609627,123.29
91,3235.1248194495925,130.03
92,3275.0718434110327,139.29
93,3332.953852628387,128.4
94,3287.244396024124,123.61
95,3321.135410145563,121.83
96,3378.009120537347,119.77
97,3339.0059889823497,123.24
98,3323.1201017865906,125.58
99,3317.610486441489,131.23
