Iteration,episode_reward_mean,episode_len_mean
0,-547.1160715855049,300.0
1,29.463979840110785,300.0
2,449.3404142937825,300.0
3,381.92274471766945,300.0
4,795.6191866039303,285.05882352941177
5,1342.473871553601,282.3333333333333
6,1768.7698451617116,254.7037037037037
7,2071.347298412981,240.6969696969697
8,2404.1506445159803,208.1627906976744
9,2653.909263967367,184.5185185185185
10,2789.918536471647,170.90625
11,2898.8123841864012,153.1153846153846
12,2990.530731396692,142.45054945054946
13,3203.0796374360775,127.86
14,3515.5612248341563,102.82
15,3549.9414700624743,88.89
16,3550.0768110129907,82.2
17,3516.2617485675582,80.57
18,3499.171861145861,78.88
19,3533.4839531189104,81.48
20,3490.358543550348,82.16
21,3516.2376458905114,83.62
22,3504.1540504134027,84.82
23,3446.9648749824155,83.49
24,3443.1337136097754,85.68
25,3493.420654718612,87.98
26,3485.100592312169,88.86
27,3512.3627779142525,89.94
28,3491.2143162116845,87.86
29,3477.0426044761675,85.06
30,3475.9685064661585,85.48
31,3485.964628825991,86.2
32,3503.5712910158977,85.47
33,3450.8850292828956,82.92
34,3455.548626876962,81.96
35,3418.7655461077234,80.71
36,3412.5875812210875,81.83
37,3416.960632305305,81.99
38,3413.184065768588,81.66
39,3404.2681349347718,82.36
40,3393.9553540122865,83.04
41,3411.292221164965,83.41
42,3440.0282769059772,84.36
43,3444.1064084233935,84.81
44,3492.9925084043307,84.52
45,3493.480845438541,84.83
46,3472.2679724904697,83.45
47,3504.515337639394,84.83
48,3517.49337966747,85.86
49,3538.7500016905483,84.73
