Iteration,episode_reward_mean,episode_len_mean
0,-611.9046284120292,300.0
1,132.83457013141654,300.0
2,623.3173935516363,300.0
3,928.2772020920215,300.0
4,1161.5411124158318,297.875
5,1388.0178750756058,298.3
6,1683.3590902577573,282.9583333333333
7,2126.1287245009617,249.5625
8,2366.847183479916,228.10256410256412
9,2610.9194580431063,209.59574468085106
10,2734.4461819279413,194.76785714285714
11,2813.178874839366,180.56060606060606
12,2903.738743672361,172.22666666666666
13,2979.0483941635066,162.58139534883722
14,3027.0388790302036,154.48453608247422
15,3277.7496224545193,135.34
16,3425.5275985848607,115.66
17,3468.081644299138,107.04
18,3447.8702785507758,104.47
19,3407.5950873159945,103.22
20,3401.1201115189847,100.4
21,3428.058253102639,101.04
22,3401.0266557709356,99.48
23,3390.416669675413,99.54
24,3380.4401837519936,99.95
25,3393.2330158281866,102.7
26,3416.903018138207,103.44
27,3358.2096328103094,99.6
28,3365.8641703526605,98.88
29,3366.251765813811,97.52
30,3394.9569448222237,98.84
31,3404.4603183776007,97.15
32,3417.679656594042,95.56
33,3440.4918038537626,96.13
34,3427.9471044384054,96.46
35,3394.7969893970485,93.53
36,3410.5798340598135,93.81
37,3421.2260960035655,93.81
38,3452.0326700733967,93.6
39,3437.1985613437546,93.58
40,3449.6633878621174,94.75
41,3404.2396627072185,93.15
42,3400.8272391343694,94.17
43,3439.507090136392,93.23
44,3428.2877909273084,92.87
45,3424.70576209336,91.27
46,3425.0485621461357,92.79
47,3423.602610240327,92.69
48,3437.7941094562043,91.96
49,3453.6614509095966,92.73
