Iteration,episode_reward_mean,episode_len_mean
0,-572.8957523820291,300.0
1,-170.14276097047934,300.0
2,532.8963610368343,300.0
3,730.8823555270155,300.0
4,938.4662650390106,300.0
5,1261.0024403312136,294.8
6,1608.802463962889,277.48
7,1909.4802406008973,263.03333333333336
8,2131.637834097289,253.8
9,2331.8984624104714,234.73809523809524
10,2515.6465313040294,223.0
11,2611.623242353953,217.6727272727273
12,2713.9043100935546,209.32258064516128
13,2800.985999409527,202.1304347826087
14,2841.040484446847,198.86666666666667
15,2860.227783131008,194.20731707317074
16,2918.9951665018903,189.7078651685393
17,2998.569439861221,184.58762886597938
18,3187.64210589788,177.69
19,3348.9448977891343,169.3
20,3477.878544346854,158.36
21,3531.3410786553018,148.21
22,3525.85147707346,140.24
23,3534.446871629131,138.88
24,3544.282684927918,137.62
25,3565.337663494835,133.54
26,3559.545943662551,130.84
27,3569.948047707489,124.89
28,3573.9690484932244,120.39
29,3556.740794354778,120.3
30,3550.0172573824493,115.65
31,3527.6823609082603,111.55
32,3550.283521563969,110.34
33,3519.9762322341385,108.24
34,3505.034153746248,102.03
35,3470.45409919835,101.0
36,3490.1668154768163,98.39
37,3470.7233103169124,96.49
38,3444.506566336384,94.96
39,3465.638893083426,95.0
40,3456.9855576423665,93.08
41,3416.9687795011787,87.88
42,3426.2154444564967,87.73
43,3424.0034960054704,88.79
44,3431.662190501623,88.14
45,3438.2637593329164,89.61
46,3472.794195050006,90.17
47,3484.6706494312,90.13
48,3457.750198459,90.35
49,3460.5709099895316,90.62
