Iteration,episode_reward_mean,episode_len_mean
0,,
1,,
2,-91.0553405957147,300.0
3,-91.0553405957147,300.0
4,-91.0553405957147,300.0
5,393.03571015393663,300.0
6,393.03571015393663,300.0
7,393.03571015393663,300.0
8,617.7630921595046,300.0
9,617.7630921595046,300.0
10,648.0939624802631,298.7049180327869
11,842.3275828313363,299.0125
12,842.3275828313363,299.0125
13,859.2160852433315,299.0246913580247
14,1006.9782153115085,299.21
15,1006.9782153115085,299.21
16,1036.9763753176733,299.21
17,1431.7707055804003,299.21
18,1431.7707055804003,299.21
19,1451.2584092753762,299.21
20,1681.6761110844561,299.04
21,1681.6761110844561,299.04
22,1735.6316983348318,298.43
23,2019.9035924734656,297.36
24,2024.1773923451078,296.39
25,2064.82989464855,294.54
26,2232.404592648638,293.75
27,2232.404592648638,293.75
28,2327.2995150585775,293.67
29,2403.0468650397506,293.41
30,2409.3733030630115,292.11
31,2487.8138664085923,290.11
32,2492.5874951424003,290.11
33,2517.149181852604,288.89
34,2582.592859389039,287.63
35,2565.0632579815633,287.11
36,2568.1956883896355,282.05
37,2537.3222903071446,281.32
38,2535.6409104639233,282.77
39,2555.6489706601837,283.88
40,2546.5541267368053,282.39
41,2567.1491119991897,282.32
42,2562.214219880542,282.13
43,2572.812407246624,281.92
44,2596.4076942511006,275.98
45,2625.1611506600893,273.45
46,2647.077246531819,271.44
47,2644.001412469594,266.98
48,2669.815146012991,265.22
49,2676.5234752727724,262.55
50,2676.385655211298,260.6
51,2696.170116805609,259.35
52,2693.804608304821,256.46
53,2690.609989750797,253.52
54,2685.543143094022,252.72
55,2668.3004496740277,252.88
56,2666.545773312796,256.4
57,2677.4870508669865,258.27
58,2659.900480123195,258.28
59,2691.008053768429,260.22
60,2693.309347968729,259.85
61,2723.6667406965016,261.57
62,2743.9342518773365,263.08
63,2781.1797441037697,260.93
64,2770.224007575389,261.99
65,2829.9575325440605,255.23
66,2852.4618345657536,252.97
67,2891.486081124708,247.09
68,2894.1573806568636,240.63
69,2885.704763952832,239.96
70,2881.7821823454606,233.34
71,2872.5794666656934,230.96
72,2866.1272686520733,226.04
73,2854.9533528140355,225.67
74,2870.139789369394,224.59
75,2891.8829362704832,222.48
76,2902.161750838371,216.45
77,2888.145998614123,215.19
78,2894.6556724315737,215.32
79,2884.4696943283384,212.75
80,2910.2032058217346,209.98
81,2935.5103704778744,202.31
82,2978.840155943133,193.4
83,2988.075675580885,184.18
84,2975.038887205033,182.61
85,2970.5439122518455,181.99
86,2996.7073834000894,178.81
87,3049.0019754351074,177.4
88,3053.025384433365,174.55
89,3058.713022027479,176.87
90,3050.4421625762134,175.08
91,3053.290418537064,176.37
92,3091.196068486174,178.44
93,3097.503264765607,175.25
94,3100.18655883208,174.76
95,3103.3483579146327,175.8
96,3084.7728959437436,173.44
97,3089.117302534202,170.13
98,3077.6348989441094,169.63
99,3073.6354528520606,168.63
