Iteration,episode_reward_mean,episode_len_mean
0,,
1,,
2,125.06716884421951,300.0
3,125.06716884421951,300.0
4,125.06716884421951,300.0
5,596.1182883003293,300.0
6,596.1182883003293,300.0
7,596.1182883003293,300.0
8,954.4373903327893,300.0
9,954.4373903327893,300.0
10,954.4373903327893,300.0
11,1316.5002262728894,299.1125
12,1316.5002262728894,299.1125
13,1360.3740278509167,296.7560975609756
14,1610.2950214190976,296.78
15,1610.2950214190976,296.78
16,1920.9317200465773,290.87
17,2204.6616405308696,290.58
18,2313.3940283424545,283.85
19,2542.702862347039,277.34
20,2668.1470631869342,271.88
21,2737.0861692711896,270.09
22,2907.2184583701955,263.91
23,3031.8913762801762,258.81
24,3116.704298629706,249.03
25,3199.4940525162583,233.46
26,3191.415372593996,222.83
27,3232.8426570775127,207.87
28,3270.4247082940856,200.83
29,3276.1275304900128,196.62
30,3272.3178253128444,183.31
31,3281.5630661449127,171.28
32,3252.7248862371407,164.89
33,3234.1886968084546,164.25
34,3256.357266882371,157.88
35,3270.21482147212,152.84
36,3255.0475782886874,144.53
37,3329.662725261055,141.32
38,3336.8302821484785,137.3
39,3366.503659382178,125.96
40,3396.4842540490686,126.64
41,3386.0116943493604,122.04
42,3396.10081233348,116.63
43,3347.069140963086,111.36
44,3338.578523113631,113.33
45,3296.9947197085294,108.71
46,3314.170677502637,109.13
47,3287.6735172899816,106.79
48,3308.4993903394784,109.63
49,3340.9881505610356,111.36
50,3357.2791277516294,112.24
51,3354.6027553607655,110.14
52,3352.339408444129,109.34
53,3335.6189480725866,104.79
54,3313.1403789756655,102.36
55,3294.65422461122,100.3
56,3335.7685253037776,101.54
57,3355.1906585826823,105.45
58,3371.7407528722238,107.51
59,3408.801864955185,104.49
60,3430.386532624067,104.86
61,3429.9950695180632,106.63
62,3399.131832576198,99.65
63,3412.9013230554597,98.98
64,3382.278600168186,100.16
65,3383.729973399199,100.87
66,3383.274599387411,99.21
67,3395.9232942200247,102.29
68,3374.7203796304343,97.44
69,3380.543428731244,97.39
70,3317.531137222137,94.07
71,3298.335506584608,95.41
72,3291.0608880894792,94.53
73,3276.1971066755177,95.3
74,3270.887972164785,101.35
75,3318.3869454010246,103.6
76,3315.7848228357525,102.99
77,3299.010224830444,102.99
78,3330.986064056633,104.4
79,3333.155960075371,103.39
80,3339.056450099532,101.15
81,3337.039267432587,102.89
82,3369.420851548608,103.7
83,3347.3217552891497,97.49
84,3325.8409143396257,98.15
85,3307.219717566808,96.96
86,3286.550111628624,95.94
87,3295.3910989471547,93.78
88,3324.134732492073,93.71
89,3375.648563109872,94.81
90,3414.4650911587446,93.35
91,3416.151696699988,93.19
92,3371.1218958299582,91.99
93,3370.8579041999205,89.58
94,3337.468654718873,89.94
95,3331.112017977161,89.62
96,3326.9630192697055,93.83
97,3339.8317095285183,90.64
98,3349.7733696505493,91.41
99,3367.50938728665,92.16
