Iteration,episode_reward_mean,episode_len_mean
0,-572.8957523820291,300.0
1,-79.56411253236809,300.0
2,361.66423665880507,300.0
3,647.0752454444305,300.0
4,933.2649172536023,300.0
5,1231.0728341318757,295.95
6,1566.0408310210423,289.75
7,1716.320742855449,285.77777777777777
8,1929.560707742002,284.35483870967744
9,2248.770656904539,269.13513513513516
10,2373.2289469948473,260.04761904761904
11,2536.799331956801,244.44897959183675
12,2653.1282260603184,231.16071428571428
13,2737.5723023658993,220.0
14,2811.9680152974197,210.28169014084506
15,2862.0669760376877,199.3875
16,2920.5881649819366,193.50574712643677
17,2970.7692629167464,187.0625
18,3150.1384094525406,177.28
19,3352.997078216468,165.59
20,3467.170101279755,146.42
21,3510.0442163379716,130.83
22,3522.08738185571,123.28
23,3539.3788710541376,120.1
24,3552.5810070973134,117.23
25,3552.5102839821134,113.77
26,3570.7808879880427,113.14
27,3596.10076210059,114.64
28,3576.0133526393,110.12
29,3566.0081958663104,106.71
30,3555.520004511154,106.87
31,3545.5679756730988,106.25
32,3516.3899479697825,106.49
33,3480.97974993018,104.19
34,3480.428661097198,104.97
35,3496.398272345647,106.1
36,3513.271685768374,107.05
37,3508.3366000052215,104.59
38,3510.908363001002,105.03
39,3509.1971598817718,106.84
40,3539.608335175558,107.49
41,3501.2162272507812,106.17
42,3504.8086390116064,107.81
43,3499.840743927409,106.72
44,3473.371636638553,107.25
45,3494.9060689286184,108.71
46,3459.7454498480593,106.04
47,3466.552524184207,108.0
48,3456.1674336876818,107.84
49,3456.262352845605,105.63
