Iteration,episode_reward_mean,episode_len_mean
0,,
1,,
2,15.180167976184444,300.0
3,15.180167976184444,300.0
4,15.180167976184444,300.0
5,552.2884607790381,300.0
6,552.2884607790381,300.0
7,552.2884607790381,300.0
8,979.9313502029563,299.1666666666667
9,979.9313502029563,299.1666666666667
10,998.8690496921423,297.5081967213115
11,1324.874443855793,297.6
12,1324.874443855793,297.6
13,1392.875439785058,294.2857142857143
14,1584.0935012240918,294.8
15,1607.9337367461985,293.61
16,1891.0092498834465,288.19
17,2186.7692011842773,288.07
18,2313.434143057281,284.96
19,2478.525930169966,281.57
20,2640.6557868220098,276.33
21,2702.3620087794575,273.1
22,2834.1082765889178,268.73
23,2965.1113814070854,263.43
24,3069.8789843714053,250.67
25,3158.7651859851544,240.88
26,3201.9092467299156,225.87
27,3241.6097639163017,216.07
28,3258.859476054563,197.02
29,3295.344802745324,180.56
30,3295.7454549405543,165.8
31,3296.597620782514,158.29
32,3285.579732020595,150.78
33,3366.9845099445834,146.31
34,3413.000488250849,142.89
35,3422.5693133213776,137.62
36,3427.714992400541,134.48
37,3405.3970506367855,128.36
38,3378.0038976080514,123.79
39,3333.6655419726576,120.67
40,3303.054677643581,114.95
41,3244.091123678054,114.0
42,3233.1363683921254,112.59
43,3251.975392847757,112.3
44,3274.689632859785,109.51
45,3294.435519983402,107.28
46,3307.573778193947,108.22
47,3347.066393376926,104.3
48,3342.044017937999,106.33
49,3328.284042245124,105.18
50,3353.562492577277,106.94
51,3331.76702269029,104.91
52,3332.6166767915233,102.66
53,3342.271204352405,99.63
54,3335.483225766044,97.64
55,3371.1911686353187,95.67
56,3376.0473631191,93.94
57,3391.6857485456376,93.26
58,3381.7089388009426,96.91
59,3309.5515322222495,99.47
60,3268.3040474890645,100.69
61,3269.6859991296083,100.21
62,3256.3220598391204,101.31
63,3266.4146820062474,99.5
64,3299.8115840456067,99.08
65,3357.1681989767308,101.34
66,3356.9403394763754,100.37
67,3341.105760657672,95.52
68,3358.035738824914,96.84
69,3349.409654324505,97.02
70,3318.4361310206505,98.65
71,3327.612657532272,99.9
72,3333.7316745462635,100.92
73,3382.5129219235746,103.93
74,3350.662138204354,101.58
75,3306.2250396318054,100.94
76,3337.716862477986,98.65
77,3383.578906635588,98.78
78,3381.396108615963,97.99
79,3418.0566905269957,97.52
80,3477.264343264918,97.24
81,3448.6853315713606,98.26
82,3426.772822623004,96.19
83,3370.75431174976,98.88
84,3358.7685528261063,100.6
85,3328.3048050377542,99.14
86,3348.767506751595,103.78
87,3314.689322193633,101.61
88,3346.893909541181,100.82
89,3345.226723120068,97.31
90,3413.945152571734,96.97
91,3441.586080062479,92.92
92,3399.4375396637292,88.87
93,3462.196809784592,94.94
94,3490.641656148353,94.7
95,3452.5542653367056,92.21
96,3418.7624956976097,95.46
97,3445.861778102545,95.54
98,3419.492323656652,94.45
99,3382.9032492800825,98.53
