Iteration,episode_reward_mean,episode_len_mean
0,-314.4283583427418,300.0
1,-40.37726393807082,300.0
2,622.2783103970946,300.0
3,853.9821806720739,300.0
4,1315.3425039509152,298.625
5,1780.206425585172,271.8636363636364
6,2117.9464889842634,238.44827586206895
7,2344.8230735243737,202.89743589743588
8,2587.5579377522167,175.72549019607843
9,2762.8012725377366,165.96666666666667
10,2866.4297569791715,154.50704225352112
11,2939.5001194613833,143.7710843373494
12,3007.9061680904315,137.9255319148936
13,3236.860109027343,121.7
14,3355.353086775022,98.61
15,3393.4796455927326,90.74
16,3417.488673960195,88.02
17,3411.6511507749697,86.73
18,3381.0638694417084,85.32
19,3373.0687321811465,84.98
20,3380.23187798006,85.63
21,3359.288798376985,85.38
22,3353.314973099503,83.89
23,3372.3491563059533,84.52
24,3370.6468080075415,85.81
25,3378.9880463453114,85.44
26,3407.3278277840022,87.19
27,3389.9243797348713,86.54
28,3401.3296677861485,87.23
29,3415.1826440568716,85.7
30,3422.815539216561,85.57
31,3444.865253361601,87.59
32,3424.650412205802,84.43
33,3414.0349819819216,84.94
34,3425.259966901078,85.48
35,3426.7656608472025,85.87
36,3456.4013033241495,85.37
37,3445.0658840978244,84.33
38,3454.8162925170777,84.16
39,3448.064989101599,83.08
40,3455.2846276601217,82.8
41,3466.1450515446604,81.41
42,3471.995102021433,81.55
43,3459.1771882349444,79.17
44,3435.155757166212,80.48
45,3430.1414182541585,80.97
46,3455.0393893791356,82.03
47,3457.7538480461762,81.7
48,3460.6095892459316,82.86
49,3439.6088132715154,81.25
50,3447.7270268546877,82.63
51,3461.7240253396117,83.18
52,3458.8217029499524,81.58
53,3458.9643033677844,80.89
54,3440.737943722605,79.6
55,3411.8155157808924,77.44
56,3402.4348836848167,77.91
57,3416.2353457697677,78.77
58,3429.8901415810496,79.54
59,3404.276297668461,78.23
60,3410.8967464964794,79.62
61,3388.2698933198994,78.37
62,3384.051845021367,78.91
63,3406.405105506763,80.81
64,3404.145135477478,80.82
65,3422.4041004715946,81.69
66,3422.6645126337366,80.66
67,3450.352932603413,81.34
68,3453.6652311423295,80.75
69,3480.3518039634246,81.29
70,3510.9830653433387,83.83
71,3533.539134450654,84.47
72,3565.038015324237,84.91
73,3525.4476581891686,84.73
74,3525.187109507713,84.97
75,3499.838014247597,84.4
76,3496.934627802787,83.81
77,3499.590288141985,83.62
78,3491.1567345445756,83.25
79,3477.10805890213,83.37
80,3444.480001393592,81.26
81,3463.541161288106,80.51
82,3441.2501473373704,79.22
83,3442.777951106836,80.43
84,3421.9357180176676,79.41
85,3415.4427028326445,77.92
86,3420.2390578218497,78.68
87,3418.4294483507783,77.78
88,3396.058206300976,77.75
89,3401.377879487903,80.21
90,3391.725536903346,81.16
91,3412.229304890701,80.21
92,3414.1505794304558,81.77
93,3439.682092026475,84.05
94,3457.3410266319506,84.01
95,3473.3715469180547,84.34
96,3468.5566543259883,85.73
97,3494.7110405565304,85.76
98,3479.6723081430396,83.58
99,3468.9702209063184,82.5
